10022|21|7.0000000E+00|40|2.500E-01
10022|49|1.4000000E+01|15|2.500E-01
10022|50|1.1300000E+01|20|0.000E+00
10022|56|2.6000000E+01|4|2.500E-01
10023|36|1.3300000E+01|20|0.000E+00
10023|41|6.0000000E+00|10|0.000E+00
10023|71|1.5000000E+01|3|0.000E+00
10024|43|3.2000000E+01|10|0.000E+00
10024|53|2.2900000E+01|15|0.000E+00
10024|56|2.6000000E+01|60|0.000E+00
10025|16|1.2200000E+01|10|0.000E+00
10025|28|3.1900000E+01|2|0.000E+00
10026|68|8.7000000E+00|2|0.000E+00
10027|41|6.7000000E+00|40|5.000E-02
10027|60|2.3000000E+01|50|5.000E-02
10027|64|2.3200000E+01|40|5.000E-02
10027|65|1.4700000E+01|80|5.000E-02
10028|18|4.3700000E+01|20|0.000E+00
10028|68|8.0000000E+00|12|0.000E+00
10029|11|1.4700000E+01|1|0.000E+00
10029|16|1.2200000E+01|5|0.000E+00
10029|75|5.4000000E+00|4|0.000E+00
10030|5|1.4900000E+01|30|5.000E-02
10030|11|1.4700000E+01|8|5.000E-02
10030|31|8.0000000E+00|25|5.000E-02
10030|43|3.2200000E+01|6|5.000E-02
10031|71|1.5000000E+01|10|2.500E-01
10031|72|2.4300000E+01|30|0.000E+00
10032|13|4.0000000E+00|20|2.500E-01
10032|24|3.1000000E+00|15|2.500E-01
10033|72|2.4300000E+01|35|0.000E+00
10034|6|1.7000000E+01|18|0.000E+00
10034|26|2.1000000E+01|21|0.000E+00
10035|10|2.1000000E+01|50|0.000E+00
10035|11|1.4700000E+01|35|1.500E-01
10035|34|9.0000000E+00|30|1.500E-01
10035|41|6.7000000E+00|40|0.000E+00
10036|51|3.7000000E+01|1|0.000E+00
10036|52|4.9000000E+00|8|0.000E+00
10036|53|2.2900000E+01|12|0.000E+00
10037|2|1.3300000E+01|10|1.500E-01
10037|28|3.1900000E+01|12|1.500E-01
10038|29|8.6600000E+01|4|1.000E-01
10038|36|1.3000000E+01|8|0.000E+00
10038|57|1.3000000E+01|30|1.000E-01
10038|76|1.2000000E+01|9|1.000E-01
10039|62|3.4000000E+01|15|2.500E-01
10040|30|1.8000000E+01|60|0.000E+00
10040|56|2.6000000E+01|35|0.000E+00
10041|42|9.8000000E+00|25|5.000E-02
10041|47|6.6000000E+00|20|0.000E+00
10041|55|1.6000000E+01|30|5.000E-02
10042|13|4.2000000E+00|25|2.500E-01
10042|41|6.0000000E+00|20|0.000E+00
10042|44|1.3600000E+01|30|2.500E-01
10042|51|3.7100000E+01|15|0.000E+00
10043|1|1.2600000E+01|40|5.000E-02
10043|25|9.8000000E+00|12|5.000E-02
10043|29|8.6000000E+01|15|5.000E-02
10044|7|2.1000000E+01|28|0.000E+00
10044|72|2.4300000E+01|21|5.000E-02
10044|77|9.0000000E+00|9|5.000E-02
10045|17|2.7000000E+01|30|0.000E+00
10045|24|3.1000000E+00|16|1.500E-01
10045|49|1.4000000E+01|25|1.500E-01
10045|60|2.3000000E+01|5|1.500E-01
10046|2|1.3000000E+01|12|0.000E+00
10046|27|3.0000000E+01|2|0.000E+00
10047|11|1.4700000E+01|4|0.000E+00
10047|19|6.0000000E+00|20|0.000E+00
10047|52|4.0000000E+00|5|0.000E+00
10047|73|1.0500000E+01|2|0.000E+00
10048|36|1.3000000E+01|50|0.000E+00
10049|7|2.1000000E+01|20|2.500E-01
10050|16|1.2000000E+01|14|0.000E+00
10050|52|4.9000000E+00|15|0.000E+00
10050|58|9.0000000E+00|50|0.000E+00
10050|77|9.1000000E+00|10|0.000E+00
10051|13|4.0000000E+00|30|0.000E+00
10051|26|2.1000000E+01|30|0.000E+00
10051|56|2.6600000E+01|20|0.000E+00
10052|16|1.2200000E+01|20|0.000E+00
10052|60|2.3000000E+01|90|2.000E-01
10052|75|5.4000000E+00|90|2.000E-01
10053|53|2.2900000E+01|12|2.000E-01
10053|55|1.6000000E+01|2|2.000E-01
10053|75|5.4000000E+00|40|2.000E-01
10054|71|1.5000000E+01|30|2.000E-01
10054|72|2.4000000E+01|12|0.000E+00
10055|8|2.8000000E+01|18|0.000E+00
10055|51|3.7100000E+01|25|0.000E+00
10056|26|2.1000000E+01|50|0.000E+00
10056|63|3.0000000E+01|8|1.500E-01
10057|58|9.0000000E+00|3|0.000E+00
10057|74|7.0000000E+00|4|0.000E+00
10058|12|2.6000000E+01|12|0.000E+00
10058|41|6.7000000E+00|70|0.000E+00
10058|54|5.0000000E+00|30|0.000E+00
10058|61|1.9000000E+01|30|0.000E+00
10058|62|3.4000000E+01|3|0.000E+00
10059|19|6.4000000E+00|20|2.500E-01
10059|24|3.0000000E+00|24|2.500E-01
10059|72|2.4300000E+01|4|0.000E+00
10060|16|1.2200000E+01|28|0.000E+00
10060|70|1.0500000E+01|50|0.000E+00
10060|75|5.0000000E+00|12|0.000E+00
10061|66|1.1900000E+01|12|0.000E+00
10062|5|1.4900000E+01|8|5.000E-02
10062|51|3.7100000E+01|12|5.000E-02
10062|55|1.6800000E+01|20|5.000E-02
10063|41|6.0000000E+00|32|5.000E-02
10063|69|2.5000000E+01|24|0.000E+00
10063|75|5.0000000E+00|40|5.000E-02
10064|24|3.1000000E+00|12|1.000E-01
10064|54|5.0000000E+00|15|1.000E-01
10064|64|2.3200000E+01|5|1.000E-01
10064|70|1.0500000E+01|12|1.000E-01
10065|1|1.2600000E+01|55|2.500E-01
10065|15|1.0000000E+01|10|2.500E-01
10065|19|6.0000000E+00|42|2.500E-01
10066|31|8.7000000E+00|8|0.000E+00
10066|41|6.7000000E+00|15|1.000E-01
10066|54|5.2000000E+00|9|1.000E-01
10067|11|1.4700000E+01|10|0.000E+00
10067|31|8.7000000E+00|10|0.000E+00
10067|70|1.0500000E+01|5|0.000E+00
10068|2|1.3300000E+01|10|5.000E-02
10068|34|9.8000000E+00|20|5.000E-02
10069|21|7.0000000E+00|30|0.000E+00
10069|46|8.4000000E+00|6|0.000E+00
10070|7|2.1000000E+01|8|0.000E+00
10070|24|3.1000000E+00|30|5.000E-02
10070|43|3.2200000E+01|10|5.000E-02
10071|1|1.2600000E+01|25|2.500E-01
10071|29|8.6000000E+01|42|0.000E+00
10071|54|5.0000000E+00|14|2.500E-01
10072|16|1.2200000E+01|25|1.000E-01
10072|18|4.3000000E+01|30|1.000E-01
10072|26|2.1000000E+01|18|1.000E-01
10072|45|6.0000000E+00|35|1.000E-01
10073|53|2.2900000E+01|60|0.000E+00
10073|64|2.3200000E+01|35|0.000E+00
10074|8|2.8000000E+01|20|0.000E+00
10074|24|3.0000000E+00|20|0.000E+00
10074|41|6.7000000E+00|30|0.000E+00
10074|42|9.8000000E+00|60|0.000E+00
10075|9|6.7900000E+01|21|0.000E+00
10075|14|1.6200000E+01|20|0.000E+00
10075|62|3.4500000E+01|2|0.000E+00
10076|40|1.2800000E+01|7|0.000E+00
10077|1|1.2600000E+01|28|2.000E-01
10077|31|8.0000000E+00|1|0.000E+00
10078|41|6.7000000E+00|7|2.000E-01
10078|51|3.7000000E+01|24|0.000E+00
10078|60|2.3000000E+01|8|2.000E-01
10079|23|6.0000000E+00|30|2.500E-01
10079|47|6.0000000E+00|18|2.500E-01
10079|60|2.3000000E+01|20|2.500E-01
10080|2|1.3300000E+01|30|2.000E-01
10080|12|2.6000000E+01|60|0.000E+00
10080|30|1.8100000E+01|24|0.000E+00
10081|30|1.8000000E+01|15|0.000E+00
10081|65|1.4000000E+01|10|0.000E+00
10081|70|1.0000000E+01|15|0.000E+00
10082|11|1.4000000E+01|21|2.000E-01
10082|47|6.6000000E+00|15|2.000E-01
10082|70|1.0500000E+01|40|2.000E-01
10082|77|9.1000000E+00|10|2.000E-01
10083|2|1.3000000E+01|28|0.000E+00
10083|16|1.2200000E+01|30|0.000E+00
10083|19|6.0000000E+00|20|0.000E+00
10083|73|1.0500000E+01|3|0.000E+00
10084|2|1.3000000E+01|20|0.000E+00
10084|14|1.6000000E+01|9|0.000E+00
10084|54|5.2000000E+00|20|0.000E+00
10084|60|2.3000000E+01|15|0.000E+00
10085|41|6.7000000E+00|30|0.000E+00
10085|61|1.9000000E+01|10|0.000E+00
10085|71|1.5000000E+01|10|0.000E+00
10086|8|2.8000000E+01|5|0.000E+00
10086|38|1.8440000E+02|10|0.000E+00
10087|24|3.1000000E+00|21|0.000E+00
10087|34|9.8000000E+00|10|0.000E+00
10087|60|2.3800000E+01|35|0.000E+00
10088|13|4.0000000E+00|30|2.000E-01
10088|34|9.8000000E+00|4|2.000E-01
10089|10|2.1700000E+01|4|0.000E+00
10089|42|9.8000000E+00|5|0.000E+00
10089|45|6.6000000E+00|10|0.000E+00
10090|4|1.5400000E+01|10|0.000E+00
10090|10|2.1000000E+01|9|0.000E+00
10090|16|1.2000000E+01|30|0.000E+00
10090|73|1.0000000E+01|10|0.000E+00
10091|24|3.1000000E+00|60|5.000E-02
10091|26|2.1800000E+01|12|5.000E-02
10091|38|1.8440000E+02|70|0.000E+00
10092|19|6.0000000E+00|20|0.000E+00
10092|31|8.7000000E+00|15|0.000E+00
10092|34|9.8000000E+00|21|0.000E+00
10093|17|2.7000000E+01|4|1.000E-01
10093|21|7.0000000E+00|25|1.000E-01
10093|30|1.8100000E+01|100|0.000E+00
10093|53|2.2900000E+01|40|1.000E-01
10094|8|2.8000000E+01|35|0.000E+00
10094|13|4.2000000E+00|28|0.000E+00
10094|19|6.4000000E+00|35|0.000E+00
10094|26|2.1800000E+01|24|0.000E+00
10094|28|3.1000000E+01|25|0.000E+00
10095|26|2.1000000E+01|10|0.000E+00
10095|35|1.2000000E+01|10|0.000E+00
10095|55|1.6000000E+01|10|0.000E+00
10095|68|8.0000000E+00|5|0.000E+00
10096|2|1.3000000E+01|30|0.000E+00
10096|12|2.6000000E+01|60|0.000E+00
10096|29|8.6000000E+01|35|0.000E+00
10097|29|8.6600000E+01|15|0.000E+00
10097|52|4.0000000E+00|12|0.000E+00
10097|59|3.8500000E+01|60|0.000E+00
10097|64|2.3200000E+01|35|0.000E+00
10098|7|2.1000000E+01|10|2.500E-01
10098|32|2.2400000E+01|40|2.500E-01
10098|36|1.3000000E+01|21|2.500E-01
10098|53|2.2000000E+01|45|2.500E-01
10098|56|2.6600000E+01|55|0.000E+00
10098|59|3.8500000E+01|9|2.500E-01
10099|35|1.2000000E+01|4|1.500E-01
10099|51|3.7000000E+01|24|0.000E+00
10100|22|1.4000000E+01|5|0.000E+00
10100|29|8.6600000E+01|20|0.000E+00
10100|76|1.2000000E+01|2|0.000E+00
10101|1|1.2000000E+01|8|5.000E-02
10101|72|2.4300000E+01|15|5.000E-02
10102|13|4.2000000E+00|10|0.000E+00
10102|29|8.6600000E+01|10|0.000E+00
10102|39|1.2000000E+01|5|0.000E+00
10102|59|3.8000000E+01|14|0.000E+00
10103|36|1.3300000E+01|20|2.500E-01
10103|38|1.8400000E+02|10|2.500E-01
10104|2|1.3300000E+01|70|2.500E-01
10104|13|4.2000000E+00|35|0.000E+00
10104|52|4.9000000E+00|3|0.000E+00
10104|76|1.2600000E+01|30|2.500E-01
10105|28|3.1900000E+01|50|1.500E-01
10105|47|6.6000000E+00|20|1.500E-01
10106|21|7.0000000E+00|10|0.000E+00
10106|59|3.8000000E+01|10|0.000E+00
10107|3|7.0000000E+00|20|2.000E-01
10107|34|9.0000000E+00|20|0.000E+00
10107|64|2.3000000E+01|15|2.000E-01
10107|68|8.7000000E+00|50|2.000E-01
10108|53|2.2900000E+01|15|0.000E+00
10108|71|1.5000000E+01|50|0.000E+00
10109|42|9.8000000E+00|70|2.500E-01
10109|68|8.7000000E+00|70|0.000E+00
10109|70|1.0500000E+01|24|0.000E+00
10109|75|5.0000000E+00|10|0.000E+00
10110|10|2.1700000E+01|8|0.000E+00
10110|24|3.0000000E+00|30|0.000E+00
10110|55|1.6000000E+01|20|0.000E+00
10110|72|2.4000000E+01|14|0.000E+00
10111|62|3.4500000E+01|30|1.000E-01
10112|35|1.2600000E+01|20|0.000E+00
10113|18|4.3000000E+01|20|0.000E+00
10113|35|1.2600000E+01|21|0.000E+00
10114|11|1.4700000E+01|4|0.000E+00
10114|41|6.7000000E+00|12|0.000E+00
10114|71|1.5000000E+01|10|0.000E+00
10115|56|2.6600000E+01|8|0.000E+00
10115|57|1.3000000E+01|8|0.000E+00
10115|77|9.0000000E+00|5|0.000E+00
10116|24|3.0000000E+00|7|0.000E+00
10116|36|1.3300000E+01|20|0.000E+00
10116|54|5.2000000E+00|70|0.000E+00
10116|55|1.6800000E+01|20|0.000E+00
10117|4|1.5000000E+01|15|0.000E+00
10117|62|3.4000000E+01|2|0.000E+00
10117|77|9.1000000E+00|28|0.000E+00
10118|38|1.8440000E+02|30|0.000E+00
10118|39|1.2000000E+01|42|0.000E+00
10118|59|3.8500000E+01|4|0.000E+00
10118|64|2.3000000E+01|18|0.000E+00
10119|22|1.4000000E+01|20|0.000E+00
10119|44|1.3000000E+01|20|0.000E+00
10120|32|2.2400000E+01|1|0.000E+00
10120|49|1.4000000E+01|4|0.000E+00
10121|27|3.0700000E+01|30|0.000E+00
10121|55|1.6000000E+01|25|0.000E+00
10122|25|9.0000000E+00|2|0.000E+00
10123|18|4.3000000E+01|35|2.500E-01
10123|25|9.0000000E+00|36|2.500E-01
10123|53|2.2000000E+01|40|2.500E-01
10124|17|2.7000000E+01|7|0.000E+00
10124|32|2.2400000E+01|24|0.000E+00
10124|52|4.0000000E+00|60|0.000E+00
10125|8|2.8000000E+01|4|0.000E+00
10125|24|3.1000000E+00|30|0.000E+00
10126|3|7.0000000E+00|28|0.000E+00
10126|46|8.0000000E+00|20|0.000E+00
10126|59|3.8500000E+01|15|0.000E+00
10127|6|1.7500000E+01|5|0.000E+00
10127|71|1.5000000E+01|5|0.000E+00
10128|21|7.0000000E+00|60|0.000E+00
10128|22|1.4000000E+01|2|0.000E+00
10128|54|5.0000000E+00|18|0.000E+00
10129|62|3.4000000E+01|15|1.500E-01
10130|34|9.0000000E+00|12|0.000E+00
10130|72|2.4000000E+01|30|0.000E+00
10130|75|5.4000000E+00|30|5.000E-02
10131|42|9.8000000E+00|50|0.000E+00
10131|50|1.1000000E+01|40|0.000E+00
10131|60|2.3800000E+01|60|0.000E+00
10132|12|2.6000000E+01|20|2.500E-01
10132|28|3.1000000E+01|20|2.500E-01
10132|30|1.8000000E+01|10|2.500E-01
10132|53|2.2000000E+01|30|2.500E-01
10133|31|8.0000000E+00|21|0.000E+00
10133|38|1.8440000E+02|12|0.000E+00
10133|56|2.6600000E+01|12|0.000E+00
10134|52|4.9000000E+00|25|5.000E-02
10135|39|1.2600000E+01|5|0.000E+00
10136|18|4.3000000E+01|24|2.500E-01
10137|13|4.0000000E+00|20|0.000E+00
10137|68|8.0000000E+00|15|0.000E+00
10137|72|2.4300000E+01|25|0.000E+00
10138|36|1.3300000E+01|12|0.000E+00
10138|66|1.1000000E+01|12|0.000E+00
10139|60|2.3000000E+01|20|0.000E+00
10140|31|8.7000000E+00|40|1.000E-01
10141|27|3.0000000E+01|50|1.000E-01
10141|60|2.3800000E+01|50|0.000E+00
10142|4|1.5400000E+01|15|0.000E+00
10142|45|6.6000000E+00|15|0.000E+00
10143|35|1.2000000E+01|12|2.000E-01
10143|41|6.0000000E+00|50|2.000E-01
10144|20|5.6700000E+01|10|0.000E+00
10144|24|3.1000000E+00|35|0.000E+00
10144|53|2.2000000E+01|20|0.000E+00
10144|72|2.4000000E+01|4|0.000E+00
10145|15|1.0000000E+01|8|5.000E-02
10145|34|9.8000000E+00|12|5.000E-02
10145|55|1.6000000E+01|20|5.000E-02
10146|26|2.1800000E+01|10|0.000E+00
10146|34|9.0000000E+00|6|0.000E+00
10147|11|1.4000000E+01|1|0.000E+00
10147|18|4.3000000E+01|20|0.000E+00
10147|51|3.7000000E+01|10|0.000E+00
10148|30|1.8000000E+01|12|2.000E-01
10148|40|1.2000000E+01|5|2.000E-01
10148|43|3.2200000E+01|24|2.000E-01
10148|51|3.7100000E+01|24|2.000E-01
10149|27|3.0700000E+01|30|0.000E+00
10149|35|1.2600000E+01|40|0.000E+00
10150|29|8.6600000E+01|5|0.000E+00
10150|53|2.2000000E+01|9|0.000E+00
10150|67|9.0000000E+00|4|0.000E+00
10151|25|9.0000000E+00|2|1.500E-01
10151|75|5.0000000E+00|4|1.500E-01
10152|30|1.8000000E+01|20|5.000E-02
10152|47|6.0000000E+00|5|5.000E-02
10152|76|1.2000000E+01|10|5.000E-02
10153|32|2.2000000E+01|20|2.000E-01
10153|60|2.3800000E+01|15|2.000E-01
10154|7|2.1000000E+01|6|0.000E+00
10154|55|1.6800000E+01|7|0.000E+00
10154|68|8.7000000E+00|2|0.000E+00
10155|43|3.2000000E+01|30|0.000E+00
10155|62|3.4000000E+01|20|0.000E+00
10155|63|3.0000000E+01|20|0.000E+00
10156|1|1.2000000E+01|25|0.000E+00
10156|4|1.5400000E+01|25|0.000E+00
10156|34|9.0000000E+00|20|0.000E+00
10157|2|1.3000000E+01|35|1.500E-01
10157|35|1.2600000E+01|15|0.000E+00
10157|73|1.0500000E+01|50|1.500E-01
10158|11|1.4000000E+01|30|1.000E-01
10158|34|9.8000000E+00|12|0.000E+00
10158|36|1.3000000E+01|12|0.000E+00
10158|54|5.0000000E+00|20|1.000E-01
10158|55|1.6000000E+01|20|1.000E-01
10159|1|1.2000000E+01|40|1.000E-01
10159|51|3.7100000E+01|6|1.000E-01
10160|31|8.0000000E+00|3|0.000E+00
10160|71|1.5000000E+01|2|1.500E-01
10161|11|1.4700000E+01|14|0.000E+00
10161|59|3.8000000E+01|21|0.000E+00
10161|67|9.8000000E+00|12|0.000E+00
10162|16|1.2200000E+01|6|1.500E-01
10162|33|1.7000000E+00|6|1.500E-01
10162|75|5.4000000E+00|20|1.500E-01
10163|1|1.2600000E+01|20|0.000E+00
10163|25|9.0000000E+00|8|0.000E+00
10163|60|2.3000000E+01|48|0.000E+00
10163|64|2.3200000E+01|15|0.000E+00
10164|47|6.0000000E+00|6|0.000E+00
10165|25|9.0000000E+00|60|0.000E+00
10165|55|1.6800000E+01|35|2.500E-01
10166|17|2.7300000E+01|20|0.000E+00
10166|32|2.2400000E+01|10|0.000E+00
10166|47|6.0000000E+00|10|0.000E+00
10167|30|1.8100000E+01|30|1.000E-01
10167|44|1.3600000E+01|18|1.000E-01
10167|61|1.9000000E+01|12|1.000E-01
10168|12|2.6600000E+01|80|0.000E+00
10168|40|1.2800000E+01|16|0.000E+00
10168|76|1.2000000E+01|25|0.000E+00
10169|17|2.7300000E+01|42|0.000E+00
10169|68|8.7000000E+00|15|0.000E+00
10170|71|1.5000000E+01|4|0.000E+00
10170|75|5.0000000E+00|12|0.000E+00
10170|77|9.0000000E+00|24|0.000E+00
10171|19|6.4000000E+00|2|0.000E+00
10171|22|1.4000000E+01|25|0.000E+00
10172|33|1.7000000E+00|30|0.000E+00
10172|42|9.0000000E+00|6|0.000E+00
10172|72|2.4300000E+01|5|0.000E+00
10173|29|8.6000000E+01|10|0.000E+00
10173|59|3.8500000E+01|5|0.000E+00
10174|15|1.0800000E+01|20|5.000E-02
10174|20|5.6700000E+01|8|5.000E-02
10175|30|1.8000000E+01|12|1.500E-01
10175|36|1.3300000E+01|25|1.500E-01
10175|59|3.8000000E+01|35|1.500E-01
10176|55|1.6800000E+01|5|0.000E+00
10176|67|9.0000000E+00|50|0.000E+00
10176|68|8.7000000E+00|5|0.000E+00
10176|71|1.5000000E+01|10|0.000E+00
10177|17|2.7000000E+01|30|2.000E-01
10177|31|8.0000000E+00|35|2.000E-01
10177|32|2.2000000E+01|6|2.000E-01
10178|44|1.3600000E+01|20|0.000E+00
10178|46|8.4000000E+00|20|0.000E+00
10178|73|1.0000000E+01|21|0.000E+00
10179|64|2.3000000E+01|14|0.000E+00
10180|14|1.6000000E+01|10|0.000E+00
10180|16|1.2000000E+01|15|0.000E+00
10180|45|6.6000000E+00|10|0.000E+00
10181|4|1.5000000E+01|30|0.000E+00
10181|17|2.7300000E+01|40|0.000E+00
10182|32|2.2000000E+01|10|0.000E+00
10182|44|1.3000000E+01|4|0.000E+00
10183|10|2.1700000E+01|3|0.000E+00
10183|23|6.3000000E+00|14|0.000E+00
10183|49|1.4000000E+01|6|0.000E+00
10184|12|2.6000000E+01|15|0.000E+00
10184|19|6.4000000E+00|10|0.000E+00
10184|46|8.4000000E+00|3|0.000E+00
10185|24|3.0000000E+00|4|2.000E-01
10185|59|3.8000000E+01|8|2.000E-01
10185|65|1.4000000E+01|10|2.000E-01
10186|13|4.0000000E+00|28|0.000E+00
10186|40|1.2800000E+01|40|0.000E+00
10186|50|1.1300000E+01|16|0.000E+00
10186|56|2.6600000E+01|15|0.000E+00
10187|35|1.2000000E+01|60|5.000E-02
10187|43|3.2000000E+01|12|5.000E-02
10188|24|3.0000000E+00|28|0.000E+00
10188|62|3.4500000E+01|10|2.500E-01
10189|36|1.3000000E+01|30|1.000E-01
10190|33|1.7000000E+00|36|0.000E+00
10191|24|3.0000000E+00|15|0.000E+00
10191|73|1.0000000E+01|30|0.000E+00
10192|59|3.8000000E+01|6|0.000E+00
10192|70|1.0000000E+01|4|0.000E+00
10193|1|1.2600000E+01|45|0.000E+00
10193|43|3.2000000E+01|110|0.000E+00
10193|54|5.2000000E+00|15|0.000E+00
10194|52|4.9000000E+00|35|0.000E+00
10194|69|2.5000000E+01|15|0.000E+00
10195|38|1.8400000E+02|21|0.000E+00
10195|70|1.0500000E+01|12|0.000E+00
10196|10|2.1000000E+01|15|0.000E+00
10196|24|3.0000000E+00|42|2.500E-01
10196|38|1.8440000E+02|30|2.500E-01
10197|21|7.0000000E+00|3|1.000E-01
10197|46|8.4000000E+00|24|1.000E-01
10197|58|9.0000000E+00|25|1.000E-01
10198|38|1.8440000E+02|6|0.000E+00
10198|46|8.0000000E+00|6|0.000E+00
10198|56|2.6000000E+01|18|0.000E+00
10198|76|1.2600000E+01|30|0.000E+00
10199|1|1.2000000E+01|66|0.000E+00
10199|3|7.0000000E+00|40|0.000E+00
10199|39|1.2000000E+01|40|0.000E+00
10200|11|1.4700000E+01|28|0.000E+00
10201|1|1.2600000E+01|25|1.000E-01
10201|15|1.0800000E+01|25|1.000E-01
10202|1|1.2600000E+01|20|0.000E+00
10202|51|3.7100000E+01|42|5.000E-02
10202|73|1.0500000E+01|18|5.000E-02
10203|20|5.6000000E+01|15|0.000E+00
10203|70|1.0000000E+01|10|0.000E+00
10204|31|8.7000000E+00|70|2.500E-01
10204|45|6.0000000E+00|35|2.500E-01
10204|59|3.8000000E+01|50|2.500E-01
10205|31|8.7000000E+00|12|0.000E+00
10205|40|1.2000000E+01|28|0.000E+00
10205|41|6.0000000E+00|56|0.000E+00
10205|62|3.4000000E+01|25|0.000E+00
10205|73|1.0000000E+01|35|0.000E+00
10206|34|9.0000000E+00|60|0.000E+00
10206|43|3.2000000E+01|12|0.000E+00
10207|13|4.2000000E+00|20|1.500E-01
10207|35|1.2000000E+01|10|1.500E-01
10207|46|8.4000000E+00|40|1.500E-01
10208|56|2.6600000E+01|12|1.000E-01
10209|1|1.2000000E+01|4|2.000E-01
10209|4|1.5000000E+01|15|2.000E-01
10209|52|4.9000000E+00|18|2.000E-01
10210|11|1.4700000E+01|12|0.000E+00
10210|14|1.6200000E+01|28|2.500E-01
10210|39|1.2600000E+01|60|2.500E-01
10210|57|1.3000000E+01|15|2.500E-01
10210|67|9.0000000E+00|30|2.500E-01
10211|39|1.2600000E+01|12|0.000E+00
10211|41|6.0000000E+00|40|0.000E+00
10211|77|9.1000000E+00|20|0.000E+00
10212|31|8.0000000E+00|8|0.000E+00
10212|70|1.0500000E+01|25|1.500E-01
10213|38|1.8440000E+02|10|0.000E+00
10213|48|8.0000000E+00|30|0.000E+00
10213|76|1.2600000E+01|10|0.000E+00
10214|19|6.4000000E+00|4|0.000E+00
10214|21|7.0000000E+00|6|0.000E+00
10214|69|2.5000000E+01|35|0.000E+00
10214|76|1.2600000E+01|20|0.000E+00
10215|21|7.0000000E+00|20|0.000E+00
10215|29|8.6000000E+01|9|5.000E-02
10216|35|1.2000000E+01|30|2.500E-01
10216|74|7.0000000E+00|30|2.500E-01
10217|41|6.7000000E+00|28|0.000E+00
10217|59|3.8500000E+01|6|0.000E+00
10218|29|8.6000000E+01|5|5.000E-02
10218|56|2.6000000E+01|15|5.000E-02
10219|41|6.0000000E+00|56|1.000E-01
10219|43|3.2000000E+01|20|0.000E+00
10219|70|1.0000000E+01|4|1.000E-01
10220|13|4.0000000E+00|20|5.000E-02
10220|33|1.7000000E+00|9|5.000E-02
10220|69|2.5000000E+01|30|5.000E-02
10221|54|5.2000000E+00|20|0.000E+00
10221|55|1.6000000E+01|12|0.000E+00
10221|64|2.3000000E+01|20|0.000E+00
10222|2|1.3000000E+01|70|0.000E+00
10222|4|1.5400000E+01|80|0.000E+00
10223|17|2.7000000E+01|1|0.000E+00
10223|19|6.0000000E+00|10|0.000E+00
10223|56|2.6600000E+01|5|0.000E+00
10224|24|3.1000000E+00|50|2.500E-01
10224|70|1.0000000E+01|25|2.500E-01
10225|11|1.4000000E+01|70|0.000E+00
10225|35|1.2000000E+01|10|0.000E+00
10225|42|9.0000000E+00|55|0.000E+00
