10070|"LAMAI"|2|"La maison d'Asie"|"1 rue Alsace-Lorraine"|"Toulouse"|?|"31000"|"France"|2|09/05/1991|10/03/1991|09/13/1991|4.7750000E+01
10071|"HUNGO"|7|"Hungry Owl All-Night Grocers"|"8 Johnstown Road"|"Cork"|"Co. Cork"|?|"Ireland"|1|09/06/1991|10/04/1991|09/10/1991|1.9531000E+02
10072|"FOLKO"|1|"Folk och fä HB"|"Åkergatan 24"|"Bräcke"|?|"S-844 67"|"Sweden"|2|09/09/1991|09/23/1991|09/16/1991|1.7724000E+02
10073|"FOLKO"|2|"Folk och fä HB"|"Åkergatan 24"|"Bräcke"|?|"S-844 67"|"Sweden"|2|09/10/1991|10/08/1991|09/19/1991|9.7250000E+01
10074|"HUNGO"|4|"Hungry Owl All-Night Grocers"|"8 Johnstown Road"|"Cork"|"Co. Cork"|?|"Ireland"|1|09/11/1991|10/09/1991|09/18/1991|5.2370000E+01
10075|"CHOPS"|2|"Chop-suey Chinese"|"Hauptstr. 31"|"Bern"|?|"3012"|"Switzerland"|1|09/13/1991|10/11/1991|09/20/1991|2.9340000E+01
10076|"SPECD"|2|"Spécialités du monde"|"25, rue Lauriston"|"Paris"|?|"75016"|"France"|2|09/16/1991|10/14/1991|09/23/1991|8.8000000E-01
10077|"LAMAI"|2|"La maison d'Asie"|"1 rue Alsace-Lorraine"|"Toulouse"|?|"31000"|"France"|1|09/17/1991|10/15/1991|09/23/1991|2.8210000E+01
10078|"RICSU"|8|"Richter Supermarkt"|"Starenweg 5"|"Genève"|?|"1204"|"Switzerland"|2|09/18/1991|10/16/1991|09/27/1991|6.9820000E+01
10079|"SUPRD"|3|"Suprêmes délices"|"Boulevard Tirou, 255"|"Charleroi"|?|"B-6000"|"Belgium"|3|09/19/1991|10/17/1991|09/27/1991|5.2110000E+01
10080|"BOTTM"|4|"Bottom-Dollar Markets"|"23 Tsawassen Blvd."|"Tsawassen"|"BC"|"T2F 8M4"|"Canada"|2|09/23/1991|10/21/1991|09/26/1991|3.5370000E+01
10081|"CHOPS"|6|"Chop-suey Chinese"|"Hauptstr. 31"|"Bern"|?|"3012"|"Switzerland"|2|09/24/1991|10/22/1991|10/09/1991|2.1160000E+01
10082|"GODOS"|6|"Godos Cocina Típica"|"C/ Romero, 33"|"Sevilla"|?|"41101"|"Spain"|2|09/25/1991|10/23/1991|10/04/1991|2.9700000E+00
10083|"SUPRD"|5|"Suprêmes délices"|"Boulevard Tirou, 255"|"Charleroi"|?|"B-6000"|"Belgium"|1|09/26/1991|10/24/1991|10/01/1991|7.8840000E+01
10084|"LAMAI"|4|"La maison d'Asie"|"1 rue Alsace-Lorraine"|"Toulouse"|?|"31000"|"France"|2|09/27/1991|10/25/1991|10/03/1991|7.7400000E+01
10085|"SANTG"|8|"Santé Gourmet"|"Erling Skakkes gate 78"|"Stavern"|?|"4110"|"Norway"|2|10/01/1991|10/29/1991|10/03/1991|2.0780000E+01
10086|"FRANS"|8|"Franchi S.p.A."|"Via Monte Bianco 34"|"Torino"|?|"10100"|"Italy"|2|10/02/1991|10/30/1991|10/04/1991|1.7817000E+02
10087|"MEREP"|4|"Mère Paillarde"|"43 rue St. Laurent"|"Montréal"|"Québec"|"H1J 1C3"|"Canada"|1|10/03/1991|10/31/1991|10/04/1991|7.9650000E+01
10088|"LINOD"|3|"LINO-Delicateses"|"Ave. 5 de Mayo Porlamar"|"I. de Margarita"|"Nueva Esparta"|"4980"|"Venezuela"|2|10/04/1991|11/01/1991|10/08/1991|4.7900000E+00
10089|"GALED"|4|"Galería del gastronómo"|"Rambla de Cataluña, 23"|"Barcelona"|?|"8022"|"Spain"|2|10/07/1991|11/04/1991|10/14/1991|1.7400000E+01
10090|"BSBEV"|4|"B's Beverages"|"Fauntleroy Circus"|"London"|?|"EC2 5NT"|"UK"|1|10/09/1991|11/06/1991|10/14/1991|7.9640000E+01
10091|"RICAR"|8|"Ricardo Adocicados"|"Av. Copacabana, 267"|"Rio de Janeiro"|"RJ"|"02389-890"|"Brazil"|2|10/10/1991|11/07/1991|11/08/1991|9.9533000E+02
10092|"ERNSH"|8|"Ernst Handel"|"Kirchgasse 6"|"Graz"|?|"8010"|"Austria"|2|10/11/1991|11/08/1991|10/21/1991|1.6460000E+01
10093|"QUICK"|7|"QUICK-Stop"|"Taucherstraße 10"|"Cunewalde"|?|"01307"|"Germany"|2|10/14/1991|11/11/1991|10/22/1991|2.6366000E+02
10094|"RATTC"|3|"Rattlesnake Canyon Grocery"|"2817 Milton Dr."|"Albuquerque"|"NM"|"87110"|"USA"|2|10/15/1991|10/29/1991|10/17/1991|1.3523000E+02
10095|"LAZYK"|3|"Lazy K Kountry Store"|"12 Orchestra Terrace"|"Walla Walla"|"WA"|"99362"|"USA"|3|10/17/1991|11/14/1991|10/18/1991|2.5800000E+00
10096|"RICSU"|2|"Richter Supermarkt"|"Starenweg 5"|"Genève"|?|"1204"|"Switzerland"|2|10/18/1991|11/15/1991|10/28/1991|4.6802000E+02
10097|"EASTC"|1|"Eastern Connection"|"35 King George"|"London"|?|"WX3 6FW"|"UK"|2|10/21/1991|11/18/1991|11/22/1991|3.9023000E+02
10098|"SAVEA"|1|"Save-a-lot Markets"|"187 Suffolk Ln."|"Boise"|"ID"|"83720"|"USA"|3|10/22/1991|11/19/1991|10/28/1991|1.7670000E+02
10099|"MAGAA"|8|"Magazzini Alimentari Riuniti"|"Via Ludovico il Moro 22"|"Bergamo"|?|"24100"|"Italy"|3|10/23/1991|11/20/1991|10/30/1991|7.7200000E+01
10100|"DUMON"|8|"Du monde entier"|"67, rue des Cinquante Otages"|"Nantes"|?|"44000"|"France"|3|10/25/1991|11/22/1991|11/01/1991|1.5776000E+02
10101|"ANTON"|8|"Antonio Moreno Taquería"|"Mataderos  2312"|"México D.F."|?|"05023"|"Mexico"|2|10/28/1991|11/25/1991|11/01/1991|1.3400000E+00
10102|"BLAUS"|3|"Blauer See Delikatessen"|"Forsterstr. 57"|"Mannheim"|?|"68306"|"Germany"|2|10/29/1991|11/26/1991|11/29/1991|1.1607000E+02
10103|"FOLKO"|8|"Folk och fä HB"|"Åkergatan 24"|"Bräcke"|?|"S-844 67"|"Sweden"|3|10/30/1991|11/27/1991|11/28/1991|8.8170000E+01
10104|"SUPRD"|4|"Suprêmes délices"|"Boulevard Tirou, 255"|"Charleroi"|?|"B-6000"|"Belgium"|2|10/31/1991|11/28/1991|11/05/1991|2.3740000E+01
10105|"SUPRD"|4|"Suprêmes délices"|"Boulevard Tirou, 255"|"Charleroi"|?|"B-6000"|"Belgium"|3|11/04/1991|12/02/1991|12/03/1991|1.8638000E+02
10106|"PRINI"|5|"Princesa Isabel Vinhos"|"Estrada da saúde n. 58"|"Lisboa"|?|"1756"|"Portugal"|2|11/05/1991|12/03/1991|11/13/1991|2.1710000E+01
10107|"WARTH"|6|"Wartian Herkku"|"Torikatu 38"|"Oulu"|?|"90110"|"Finland"|1|11/06/1991|12/04/1991|12/02/1991|2.3760000E+01
10108|"FRANK"|3|"Frankenversand"|"Berliner Platz 43"|"München"|?|"80805"|"Germany"|3|11/07/1991|12/05/1991|11/08/1991|3.2040000E+01
10109|"QUICK"|3|"QUICK-Stop"|"Taucherstraße 10"|"Cunewalde"|?|"01307"|"Germany"|2|11/08/1991|12/06/1991|11/15/1991|2.7030000E+01
10110|"GOURL"|3|"Gourmet Lanchonetes"|"Av. Brasil, 442"|"Campinas"|"SP"|"04876-786"|"Brazil"|2|11/12/1991|12/10/1991|11/19/1991|6.8890000E+01
10111|"RATTC"|9|"Rattlesnake Canyon Grocery"|"2817 Milton Dr."|"Albuquerque"|"NM"|"87110"|"USA"|2|11/13/1991|12/11/1991|11/20/1991|7.1000000E+00
10112|"DRACD"|1|"Drachenblut Delikatessen"|"Walserweg 21"|"Aachen"|?|"52066"|"Germany"|2|11/14/1991|11/28/1991|12/12/1991|1.4800000E+00
10113|"FURIB"|4|"Furia Bacalhau e Frutos do Mar"|"Jardim das rosas n. 32"|"Lisboa"|?|"1675"|"Portugal"|3|11/15/1991|12/13/1991|11/21/1991|5.2650000E+01
10114|"GALED"|4|"Galería del gastronómo"|"Rambla de Cataluña, 23"|"Barcelona"|?|"8022"|"Spain"|3|11/18/1991|12/16/1991|11/22/1991|1.0550000E+01
10115|"OCEAN"|4|"Océano Atlántico Ltda."|"Ing. Gustavo Moncada 8585 Piso 20-A"|"Buenos Aires"|?|"1010"|"Argentina"|3|11/20/1991|12/18/1991|12/02/1991|2.4250000E+01
10116|"EASTC"|4|"Eastern Connection"|"35 King George"|"London"|?|"WX3 6FW"|"UK"|3|11/21/1991|12/19/1991|11/29/1991|1.8000000E+00
10117|"TRADH"|8|"Tradição Hipermercados"|"Av. Inês de Castro, 414"|"São Paulo"|"SP"|"05634-030"|"Brazil"|2|11/22/1991|12/20/1991|11/29/1991|3.4910000E+01
10118|"WHITC"|5|"White Clover Markets"|"1029 - 12th Ave. S."|"Seattle"|"WA"|"98124"|"USA"|3|11/25/1991|12/09/1991|11/28/1991|1.7330000E+02
10119|"FURIB"|6|"Furia Bacalhau e Frutos do Mar"|"Jardim das rosas n. 32"|"Lisboa"|?|"1675"|"Portugal"|2|11/26/1991|12/24/1991|12/03/1991|1.1120000E+01
10120|"LAZYK"|6|"Lazy K Kountry Store"|"12 Orchestra Terrace"|"Walla Walla"|"WA"|"99362"|"USA"|1|11/28/1991|12/26/1991|01/01/1992|5.4200000E+00
10121|"MEREP"|1|"Mère Paillarde"|"43 rue St. Laurent"|"Montréal"|"Québec"|"H1J 1C3"|"Canada"|3|11/29/1991|12/27/1991|12/06/1991|1.1283000E+02
10122|"SANTG"|6|"Santé Gourmet"|"Erling Skakkes gate 78"|"Stavern"|?|"4110"|"Norway"|1|12/02/1991|12/30/1991|12/04/1991|5.4000000E-01
10123|"VAFFE"|4|"Vaffeljernet"|"Smagsløget 45"|"Århus"|?|"8200"|"Denmark"|3|12/03/1991|12/31/1991|12/12/1991|6.6890000E+01
10124|"HUNGO"|8|"Hungry Owl All-Night Grocers"|"8 Johnstown Road"|"Cork"|"Co. Cork"|?|"Ireland"|2|12/04/1991|01/01/1992|12/09/1991|4.6530000E+01
10125|"REGGC"|1|"Reggiani Caseifici"|"Strada Provinciale 124"|"Reggio Emilia"|?|"42100"|"Italy"|1|12/06/1991|01/03/1992|12/12/1991|1.1910000E+01
10126|"VICTE"|4|"Victuailles en stock"|"2, rue du Commerce"|"Lyon"|?|"69004"|"France"|1|12/09/1991|01/06/1992|12/19/1991|2.3460000E+01
10127|"WOLZA"|4|"Wolski Zajazd"|"ul. Filtrowa 68"|"Warszawa"|?|"01-012"|"Poland"|2|12/10/1991|01/07/1992|12/18/1991|1.5570000E+01
10128|"BLONP"|3|"Blondel père et fils"|"24, place Kléber"|"Strasbourg"|?|"67000"|"France"|2|12/11/1991|12/25/1991|12/20/1991|5.1140000E+01
10129|"REGGC"|8|"Reggiani Caseifici"|"Strada Provinciale 124"|"Reggio Emilia"|?|"42100"|"Italy"|1|12/12/1991|01/09/1992|12/13/1991|2.7440000E+01
10130|"HUNGO"|7|"Hungry Owl All-Night Grocers"|"8 Johnstown Road"|"Cork"|"Co. Cork"|?|"Ireland"|1|12/16/1991|01/13/1992|12/20/1991|8.8050000E+01
10131|"MEREP"|3|"Mère Paillarde"|"43 rue St. Laurent"|"Montréal"|"Québec"|"H1J 1C3"|"Canada"|1|12/17/1991|01/14/1992|12/20/1991|2.1492000E+02
10132|"LETSS"|2|"Let's Stop N Shop"|"87 Polk St. Suite 5"|"San Francisco"|"CA"|"94117"|"USA"|2|12/18/1991|01/15/1992|01/08/1992|1.1233000E+02
10133|"REGGC"|5|"Reggiani Caseifici"|"Strada Provinciale 124"|"Reggio Emilia"|?|"42100"|"Italy"|2|12/19/1991|01/16/1992|12/23/1991|7.4800000E+00
10134|"WARTH"|3|"Wartian Herkku"|"Torikatu 38"|"Oulu"|?|"90110"|"Finland"|1|12/20/1991|01/17/1992|12/27/1991|7.9300000E+00
10135|"GROSR"|3|"GROSELLA-Restaurante"|"5ª Ave. Los Palos Grandes"|"Caracas"|"DF"|"1081"|"Venezuela"|1|12/24/1991|01/21/1992|01/03/1992|6.0100000E+00
10136|"HUNGO"|7|"Hungry Owl All-Night Grocers"|"8 Johnstown Road"|"Cork"|"Co. Cork"|?|"Ireland"|1|12/25/1991|01/22/1992|12/30/1991|4.1460000E+01
10137|"ANTON"|9|"Antonio Moreno Taquería"|"Mataderos  2312"|"México D.F."|?|"05023"|"Mexico"|1|12/26/1991|01/23/1992|01/22/1992|5.1500000E+01
10138|"DUMON"|8|"Du monde entier"|"67, rue des Cinquante Otages"|"Nantes"|?|"44000"|"France"|2|12/27/1991|01/24/1992|01/03/1992|3.0000000E-02
10139|"VAFFE"|9|"Vaffeljernet"|"Smagsløget 45"|"Århus"|?|"8200"|"Denmark"|2|12/30/1991|01/27/1992|01/09/1992|1.9870000E+01
10140|"LEHMS"|2|"Lehmanns Marktstand"|"Magazinweg 7"|"Frankfurt a.M."|?|"60528"|"Germany"|3|01/01/1992|01/29/1992|01/03/1992|2.7480000E+01
10141|"FRANK"|2|"Frankenversand"|"Berliner Platz 43"|"München"|?|"80805"|"Germany"|3|01/02/1992|01/30/1992|01/09/1992|1.6554000E+02
10142|"ANTON"|5|"Antonio Moreno Taquería"|"Mataderos  2312"|"México D.F."|?|"05023"|"Mexico"|3|01/03/1992|01/31/1992|01/08/1992|7.9700000E+00
10143|"OTTIK"|4|"Ottilies Käseladen"|"Mehrheimerstr. 369"|"Köln"|?|"50739"|"Germany"|3|01/06/1992|02/03/1992|01/14/1992|1.4340000E+01
10144|"AROUT"|7|"Around the Horn"|"Brook Farm Stratford St. Mary"|"Colchester"|"Essex"|"CO7 6JX"|"UK"|2|01/07/1992|02/04/1992|01/13/1992|3.1370000E+01
10145|"GOURL"|9|"Gourmet Lanchonetes"|"Av. Brasil, 442"|"Campinas"|"SP"|"04876-786"|"Brazil"|2|01/09/1992|02/06/1992|01/16/1992|1.5330000E+01
10146|"FISSA"|3|"FISSA Fabrica Inter. Salchichas S.A."|"C/ Moralzarzal, 86"|"Madrid"|?|"28034"|"Spain"|2|01/10/1992|02/07/1992|01/14/1992|7.3000000E-01
10147|"FRANS"|2|"Franchi S.p.A."|"Via Monte Bianco 34"|"Torino"|?|"10100"|"Italy"|2|01/13/1992|02/10/1992|01/21/1992|6.3690000E+01
10148|"VAFFE"|1|"Vaffeljernet"|"Smagsløget 45"|"Århus"|?|"8200"|"Denmark"|2|01/14/1992|02/11/1992|01/29/1992|6.0490000E+01
10149|"OLDWO"|1|"Old World Delicatessen"|"2743 Bering St."|"Anchorage"|"AK"|"99508"|"USA"|3|01/15/1992|02/12/1992|01/23/1992|6.3630000E+01
